MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
MASTER_WP4_UNINA_2__N-22__bin.5	MASTER_WP4_UNINA_2	N-22	EUK10000030	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_lactis	11242130	438	80144	98.8	0.7	0.3879
MASTER_WP4_UNINA_2__N-22__bin.11	MASTER_WP4_UNINA_2	N-22	EUK10000020	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_jadinii	9723002	2347	4665	69.7	0.6	0.4444
MASTER_WP4_UNINA_2__O-25.1__bin.4	MASTER_WP4_UNINA_2	O-25.1	EUK5075	kSGB	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	27746072	5612	5930	67.7	0.3	0.4849
MASTER_WP4_UNINA_2__O-25.1__bin.16	MASTER_WP4_UNINA_2	O-25.1	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11832052	392	70599	98.6	0.1	0.3626
MASTER_WP4_UNINA_2__O-26.1__bin.4	MASTER_WP4_UNINA_2	O-26.1	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	12094100	432	67336	98.3	0.1	0.3624
MASTER_WP4_UNINA_2__O-29__bin.7	MASTER_WP4_UNINA_2	O-29	EUK5075	kSGB	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	31916151	1979	23235	91.0	0.1	0.4852
MASTER_WP4_UNINA_2__O-29__bin.11	MASTER_WP4_UNINA_2	O-29	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11717283	605	35575	96.2	0.1	0.3626
MASTER_WP4_UNINA_2__O-30__bin.13	MASTER_WP4_UNINA_2	O-30	EUK5075	kSGB	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	33121266	842	68939	96.0	0.1	0.4845
MASTER_WP4_UNINA_2__O-30__bin.18	MASTER_WP4_UNINA_2	O-30	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11782194	441	52365	98.2	0.1	0.3628
MASTER_WP4_UNINA_2__P-22__bin.15	MASTER_WP4_UNINA_2	P-22	EUK10000031	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_marxianus	8546132	1129	18764	71.8	0.0	0.3918
MASTER_WP4_UNINA_2__U-22__bin.7	MASTER_WP4_UNINA_2	U-22	EUK10000023	uSGB	Genus	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	unknown	12169231	1555	11160	92.2	0.2	0.3339
MASTER_WP4_UNINA_2__V-25.1__bin.20	MASTER_WP4_UNINA_2	V-25.1	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11737973	312	79900	98.5	0.3	0.3627
MASTER_WP4_UNINA_2__V-25.1__bin.8	MASTER_WP4_UNINA_2	V-25.1	EUK39397	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	Candida_sake	13902401	155	154037	98.6	0.0	0.387
MASTER_WP4_UNINA_2__V-26.1__bin.16	MASTER_WP4_UNINA_2	V-26.1	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11612668	349	80461	96.6	0.1	0.3626
MASTER_WP4_UNINA_2__V-26.1__bin.6	MASTER_WP4_UNINA_2	V-26.1	EUK39397	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	Candida_sake	13007751	1590	10688	85.8	0.0	0.3878
MASTER_WP4_UNINA_2__V-29__bin.15	MASTER_WP4_UNINA_2	V-29	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11871383	613	36621	97.6	0.1	0.3628
MASTER_WP4_UNINA_2__V-29__bin.22	MASTER_WP4_UNINA_2	V-29	EUK39397	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	Candida_sake	13878384	219	108673	98.5	0.1	0.3871
MASTER_WP4_UNINA_2__V-30__bin.10	MASTER_WP4_UNINA_2	V-30	EUK39397	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	Candida_sake	13869402	284	95460	98.2	0.0	0.3874
MASTER_WP4_UNINA_2__V-30__bin.11	MASTER_WP4_UNINA_2	V-30	EUK10000071	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Kurtzmaniella	Candida_zeylanoides	5898345	228	38859	52.5	0.0	0.5585
MASTER_WP4_UNINA_2__V-30__bin.15	MASTER_WP4_UNINA_2	V-30	EUK10000025	uSGB	Family	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	unknown	unknown	9478124	928	14520	88.0	0.1	0.358
MASTER_WP4_UNINA_2__V-30__bin.25	MASTER_WP4_UNINA_2	V-30	EUK4959_1	kSGB	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11795040	329	87806	98.9	0.2	0.3627
