MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
LiZ_2018__SRS2920550__bin.1	LiZ_2018	SRS2920550	SGB34127	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_camelliae	3227031	737	5393	87.98667654	3.72193437	0.6891821
LiZ_2018__SRS2920550__bin.21	LiZ_2018	SRS2920550	SGB94412	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_SGB94412	3488976	505	9565	92.61075519	3.439587128	0.364900762
LiZ_2018__SRS2920550__bin.29	LiZ_2018	SRS2920550	SGB93097	ufSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB93097	3667638	623	8264	91.95736434	3.740310078	0.66115958
LiZ_2018__SRS2920551__bin.17	LiZ_2018	SRS2920551	SGB93097	ufSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB93097	3620911	570	9104	88.99224806	0.406976744	0.660990011
LiZ_2018__SRS2920555__bin.11	LiZ_2018	SRS2920555	SGB93097	ufSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB93097	3588653	749	6079	83.32364341	2.974806202	0.659455233
LiZ_2018__SRS2920550__bin.32	LiZ_2018	SRS2920550	SGB94411	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_SGB94411	2365324	258	12950	95.94843462	1.243093923	0.408050229
LiZ_2018__SRS2920551__bin.3	LiZ_2018	SRS2920551	SGB94411	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_SGB94411	2459978	284	12511	96.40883978	2.163904236	0.407276
LiZ_2018__SRS2920555__bin.17	LiZ_2018	SRS2920555	SGB94411	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_SGB94411	2370337	364	9178	98.15837937	2.808471455	0.410327308
LiZ_2018__SRS2920550__bin.4	LiZ_2018	SRS2920550	SGB88704	uSGB	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter_SGB88704	4940944	284	28901	97.6538162	0.362149533	0.685686784
LiZ_2018__SRS2920551__bin.21	LiZ_2018	SRS2920551	SGB88704	uSGB	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter_SGB88704	4979188	280	29086	98.85124611	0.2355919	0.685487272
LiZ_2018__SRS2920555__bin.14	LiZ_2018	SRS2920555	SGB88704	uSGB	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter_SGB88704	4918312	404	19612	98.4423676	0.835280374	0.685953026
LiZ_2018__SRS2920550__bin.7	LiZ_2018	SRS2920550	SGB93154	ufSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	GGB69096	GGB69096_SGB93154	2753343	495	7595	83.85878992	3.888888889	0.709413611
LiZ_2018__SRS2920555__bin.3	LiZ_2018	SRS2920555	SGB93154	ufSGB	Family	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	GGB69096	GGB69096_SGB93154	2096988	466	5610	66.13516114	3.342953343	0.709812836
LiZ_2018__SRS2920550__bin.8	LiZ_2018	SRS2920550	SGB28246	kSGB	Species	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_sp_T2	2458191	386	7665	89.20634921	0.476190476	0.418183941
LiZ_2018__SRS2920551__bin.15	LiZ_2018	SRS2920551	SGB28246	kSGB	Species	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_sp_T2	2649117	334	11667	95.71428571	0.396825397	0.416544079
LiZ_2018__SRS2920555__bin.5	LiZ_2018	SRS2920555	SGB28246	kSGB	Species	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_sp_T2	2258923	530	4927	61.37931034	0.0	0.420766002
LiZ_2018__SRS2920550__bin.9	LiZ_2018	SRS2920550	SGB93673	ufSGB	Other	Bacteria	Proteobacteria	CFGB8051	OFGB8051	FGB8051	GGB69486	GGB69486_SGB93673	3553203	332	15502	96.12224037	2.238020011	0.649130939
LiZ_2018__SRS2920551__bin.11	LiZ_2018	SRS2920551	SGB93673	ufSGB	Other	Bacteria	Proteobacteria	CFGB8051	OFGB8051	FGB8051	GGB69486	GGB69486_SGB93673	3475571	432	11741	96.07926109	2.386262562	0.649412715
LiZ_2018__SRS2920555__bin.4	LiZ_2018	SRS2920555	SGB93673	ufSGB	Other	Bacteria	Proteobacteria	CFGB8051	OFGB8051	FGB8051	GGB69486	GGB69486_SGB93673	3335435	602	7180	89.7883561	2.28846673	0.649914629
LiZ_2018__SRS2920550__bin.30	LiZ_2018	SRS2920550	SGB16630	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_koreensis	2761419	155	24873	98.12362031	0.0	0.647386724
LiZ_2018__SRS2920551__bin.6	LiZ_2018	SRS2920551	SGB16630	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_koreensis	2726980	157	25448	99.00662252	0.0	0.64767325
LiZ_2018__SRS2920555__bin.8	LiZ_2018	SRS2920555	SGB16630	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia_koreensis	2773970	253	15855	96.24724062	2.191737622	0.64742517
LiZ_2018__SRS2920550__bin.28	LiZ_2018	SRS2920550	SGB12137	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	6681094	179	61338	72.4137931	0.0	0.607895503
LiZ_2018__SRS2920554__bin.7	LiZ_2018	SRS2920554	SGB12137	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	6726719	225	46338	95.99184783	0.326403669	0.607077388
LiZ_2018__SRS2920552__bin.7	LiZ_2018	SRS2920552	SGB12137	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	6614282	181	58741	93.95380435	0.543794973	0.607496324
LiZ_2018__SRS2920553__bin.8	LiZ_2018	SRS2920553	SGB12137	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	6659486	190	60121	94.76902174	0.326403669	0.607373602
LiZ_2018__SRS2920550__bin.22	LiZ_2018	SRS2920550	SGB92532	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea_SGB92532	4816916	55	115197	97.72677596	0.846994536	0.583039023
LiZ_2018__SRS2920551__bin.23	LiZ_2018	SRS2920551	SGB92532	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea_SGB92532	4831624	47	123205	97.70491803	0.846994536	0.583064618
LiZ_2018__SRS2920555__bin.2	LiZ_2018	SRS2920555	SGB92532	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea_SGB92532	4837837	95	88236	98.36065574	0.975800156	0.583508084
LiZ_2018__SRS2920551__bin.19	LiZ_2018	SRS2920551	SGB7837	kSGB	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_kloosii	1666067	208	12683	58.62068966	0.862068966	0.326115937
LiZ_2018__SRS2920551__bin.22	LiZ_2018	SRS2920551	SGB7200	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_pentosus	2285398	626	3981	85.58127572	1.851851852	0.473273364
LiZ_2018__SRS2920555__bin.20	LiZ_2018	SRS2920555	SGB7200	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_pentosus	1729788	568	3160	58.62068966	0.0	0.478063786
